noticia,neutro_dia,dia,neutro_semana,semana,neutro_mes,mes
"Café: Com pressão da colheita, baixas continuam em NY nesta 4ª feira",0,1,0,1,0,0
Produção de café em Rondônia ultrapassa três milhões de sacas,0,1,0,1,0,0
"Colheita pesa, arábica recua e físico volta a patamares abaixo de R$ 1.000,00/saca",0,1,0,1,0,0
"Com seca se estabelecendo nas áreas de café, colheita pode avançar e pressiona mercado",1,1,0,1,0,0
"Produtividade média dos Cafés do Brasil equivale a 28,9 sacas por hectare em 2023",0,1,0,1,0,0
Abertura da Safra Mineira de Café: governador de Minas e Ministro da Agricultura confirmam presença no evento,1,0,0,1,0,0
Café retoma negociação com pressão da colheita e recuando em Nova York,0,0,1,0,0,0
"Em momento importante para o mercado, comitiva internacional visita ES para conhecer de perto sustentabilidade e qualidade dos cafés do Brasil",0,0,1,0,0,0
Região do Cerrado Mineiro sedia abertura da safra mineira de café,0,0,0,0,0,0
Cooxupé lança “Gerações” para comunidade cafeeira mundial,0,0,0,0,0,0
Vale da Grama promove cafés da região no 9º Coffee Dinner & Summit,0,0,0,0,0,0
Comissão Nacional do Café participa de reuniões e eventos em São Paulo,0,0,1,0,0,0
"Exportações de café do Vietnã caem 2,2% de janeiro a maio, estima governo",1,0,0,0,0,0
Além do campo: Café é forte ferramenta de mudança social e ajuda mudar vida de jovens pelo país,1,0,0,0,0,0
Cooxupé lança protocolo próprio de sustentabilidade para comunidade cafeeira mundial,1,1,0,0,0,0
Café: Mercado futuro termina a semana com desvalorização na Bolsa de Nova York,1,1,0,0,0,0
Café segue trabalhando com quedas na tarde desta 6ªfeira na Bolsa de Nova York,1,1,0,0,0,0
Produtor de café do Brasil aguarda colheita e ajuste no mercado para negócios andarem,1,1,0,0,0,0
"Cafeicultores fixam poucas vendas apesar de preços altos do robusta, diz Cooabriel",1,1,1,0,0,0
"Arábica inicia a sessão desta 6ªfeira com quedas em NY, mas opera com ganhos em Londres",1,1,1,1,0,0
"Acompanhando câmbio e clima, café finaliza a sessão desta 5ª feira com desvalorização em NY",1,1,1,1,0,0
Mercado do café trabalha com desvalorização na tarde desta 5ª feira em NY e Londres,0,0,0,0,0,0
"Café: Com pressão do Brasil, arábica volta a operar com desvalorização em NY",0,0,0,0,0,0
"El Niño representa risco maior para café robusta, menor para o arábica",0,0,0,0,0,0
Atenção produtor de café: Relação de troca para os fertilizantes apresenta melhor patamar dos últimos anos,0,0,0,0,0,0
USDA reduz em 6% estimativa de safra de café do Vietnã,0,0,0,0,0,0
"Apesar de nova queda dos estoques, café encerra dia com leves altas em Nova York",0,0,0,0,0,0
Fundação Procafé apresenta novas tecnologias de café em Dias de Campo,0,0,0,0,0,0
"Café: Sem novidades e com colheita avançando, arábica e conilon têm estabilidade",1,0,0,0,0,0
"Após dois dias de baixas, café testa novas altas na Bolsa de Nova York nesta 4ª",0,0,0,0,0,0
Café/Cepea: Negociações seguem pontuais; safra deve ser maior em 23/24,1,0,0,0,0,0
"Preço do café em pó pode variar até 37,52% nas principais capitais do país",1,0,0,0,0,0
Associação dos Cafeicultores do Sudoeste de Minas e Sebrae lançam marca território para valorizar a origem produtora,1,0,0,0,0,0
Café: Arábica e conilon têm dia de baixa com pressão da colheita no Brasil,1,0,0,0,0,0
Scot Consultoria: Pressão de baixa se intensifica e preços caem nas praças paulistas,1,0,0,0,0,0
Cafeicultura brasileira deseja que o mundo demande com mais sustentabilidade,1,0,0,0,0,0
Secretaria de Agricultura lança o 22º Concurso Estadual Qualidade e Sustentabilidade do Café,1,0,0,0,0,0
"Sem novidades e com safra brasileira andando, arábica continua operando em baixa",1,0,0,0,0,0
"Produção mundial de café foi estimada em 171,3 milhões de sacas de 60kg para safra 2022-2023",0,0,0,0,0,0
"No Dia Nacional do Café, Secretaria de Agricultura enfatiza ações e tecnologias voltadas à bebida mais apreciada pelos brasileiros",1,0,0,0,0,0
"Café estende baixas: Apesar de nova queda nos estoques, colheita no BR pressiona",0,1,0,0,0,0
Café começa semana pressionado por números do USDA e colheita no Brasil,1,1,0,0,0,0
"Exportações de café de Uganda caem 8% em abril, diz regulador do setor",1,0,0,0,0,0
Boas condições para a colheita pressionam e café arábica volta a operar com desvalorização em NY,0,0,0,0,0,0
"Em clima de festa, NESCAFÉ® convida a população para colher café no maior cafezal urbano do mundo",1,0,0,0,0,0
"Ao completar 50 anos, ABIC celebra o Dia Nacional do Café e promove o consumo de bebidas de qualidade",1,1,0,0,0,0
"Café: Nova York e Londres abrem semana com valorização, mas mantém foco na colheita do BR",0,0,0,0,0,0
"Após semana de pressão, arábica tem pregão de recuperação em Nova York",0,1,0,0,0,0
"Em dia positivo, arábica avança mais de 400 pontos em Nova York e confirma volatilidade esperada",1,1,0,0,0,0
Acordo para formalização do trabalho temporário no café será assinado em junho com efeito imediato,1,0,0,0,0,0
"CMN aprova os R$ 6,375 bi propostos pelo CDPC no Funcafé",1,0,0,0,0,0
Coffee Dinner & Summit apresentará evolução da cafeicultura no combate ao aquecimento global,1,0,0,0,0,0
"Colheita de café do Brasil atinge 9% do total, aponta Safras",0,0,0,0,0,0
Café testa novas altas após semana de pressão em Nova York,0,0,0,0,0,0
"Café: Em dia marcado pela Conab, arábica encerra próximo da estabilidade em NY",0,1,0,0,0,0
"Nova York tem estabilidade no arábica, enquanto Londres opera com desvalorização",0,1,0,0,0,0
Diálogo entre UE e Brasil debate Direitos Humanos e responsabilidade empresarial,0,1,1,0,0,0
Café especial e o protagonismo feminino marcam evento realizado pela Associação das Empreendedoras do Café de Santa Rita do Sapucaí (MG),0,1,1,0,0,0
"Levantamento da Conab estima produção de café em 54,74 milhões de sacas na safra 2023",0,1,1,1,0,0
"Sem novidades e buscando ajustes, café mantém viés de baixa em Nova York nesta 5ª feira",0,1,1,0,0,0
"Coffee Run 2023: ABIC estimula a prática esportiva, o bem-estar, a sustentabilidade e o café de qualidade",1,0,1,0,0,0
"Instituto CNA, ABDI e Sebrae divulgam lista de desenvolvedores do sistema de Indicações Geográficas de café",1,0,1,0,0,0
Cafeicultura sustentável amplia possibilidades a produtores no cenário mundial,1,0,1,0,0,0
Legislação e monitoramento são diferenciais dos cafés do Brasil na cadeia de fornecimento,1,1,1,0,0,0
"Monitorando safra brasileira, arábica tem dia de baixas em Nova York, mas segue no positivo em Londres",1,1,1,1,0,0
"Café estende baixas em Nova York para o arábica, mas avança em Londres com o conilon",1,1,0,1,0,0
Café/Cepea: Colheita de arábica vem ganhando ritmo,1,0,0,1,0,0
"Em dia de ajustes e de pressão do dólar, arábica recua mais de 1% em Nova York",1,0,0,1,0,0
"Café  tem manhã agitada nos preços, mas volta a operar com baixas na tarde desta 3ª feira",1,0,1,0,0,0
"Oferta e demanda de café contam histórias diferentes, segundo análises da hEDGEpoint Global Markets",1,0,1,0,0,0
GCA informa que não vai mais apresentar estoque de café verde dos Estados Unidos,0,0,0,0,0,0
"Café: Após altas, arábica abre com queda e realização nos preços em Nova York",1,0,1,0,0,0
Patrocínio/MG terá novo encontro para debater mercado e política do café,1,0,1,0,0,0
Café tem novo suporte na preocupação com oferta e avança mais de 3% em Nova York,1,0,1,0,0,0
"Café acompanha dia positivo, recupera últimas baixas avançando em NY nesta 2ª feira",1,1,1,1,0,0
Epamig divulga novidades na programação da Expocafé 2023,0,1,1,1,0,0
Exportação de café solúvel do Brasil cresce 29% em abril e 1% no ano,0,1,0,1,0,0
"Café abre semana no positivo, mas colheita no Brasil pode voltar a pressionar mercado",0,1,0,1,0,0
Comerciantes de café depositam esperanças no Brasil para grãos robusta com alta nos preços,0,1,0,1,0,0
"Transitar entre o campo e cidade: Levar a potência do café especial, mas sem perder a simplicidade e o fio humano que existe antes da xícara",0,1,0,1,0,0
Café: Preços futuros finalizam a sessão desta 6ª feira com leves quedas em NY,0,1,0,1,1,1
"Mercado do café opera em campo misto na tarde desta 6ª feira em NY, enquanto avança em Londres",0,1,0,1,1,1
"Colheita de café do Brasil tem atraso no início, diz Safras, que vê lentas vendas",0,1,0,1,1,1
"Novas regras da UE: Brasil precisa urgente apresentar mecanismos de rastreabilidade, afirma OIC",1,1,0,1,1,0
Período da colheita de café requer cuidados jurídicos para safra mais segura,0,1,0,1,1,1
Café: Mercado futuro inicia a sessão desta 6ª feira com valorizações na Bolsa de NY e Londres,0,1,0,1,1,1
"Cafés do Brasil geram US$ 8,5 bilhões de receita cambial com exportação de 36,6 milhões de sacas no período de maio de 2022 a abril de 2023",0,1,0,1,1,1
Colheita no Brasil e preocupação com demanda pressiona preços do arábica em Nova York,0,1,0,1,1,1
Café recua mais de 100 pontos nesta 5ª feira em Nova York,0,0,1,1,0,0
"Safra de arábica pode ser mais lenta, mas vai se confirmando maior em volume e lavouras mostram boas perspectivas para 24",1,0,1,1,1,0
IBGE reduz previsão de safra de café do Brasil e eleva a de cana,0,1,1,1,1,0
"Café: De olho no Brasil e mesmo após baixas nas exportações, arábica recua em NY nesta 5ª feira",0,0,1,0,0,0
"Acompanhando avanço dos trabalhos no Brasil, café tem dia apenas com ajustes nos preços em NY",0,0,1,0,0,0
"Café: Em dia mais tranquilo, arábica mantém posição de realização de ajustes nos preços",0,0,1,0,0,0
El Niño e seus possíveis impactos na produção mundial de café,1,0,1,0,1,0
Café realiza ajustes e opera com desvalorização nesta 4ª feira,0,0,1,0,1,0
Café/Cepea: Negócios estão lentos; a colheita de arábica avança aos poucos,0,0,1,0,0,0
Primeira live da parceria da ABIC com a Safras & Mercado aborda atual colheita,0,0,1,0,0,0
"Com nova baixa nos estoques certificados, café encerra com valorização em NY e no físico",0,0,1,0,0,0
Pleito da Associação Brasileira da Indústria de Café (ABIC) por mais Capital de Giro é aprovado pelo Conselho Deliberativo de Política do Café (CDPC),0,0,1,0,0,0
"Café: Mesmo com safra andando no Brasil, preocupações com oferta persistem",1,0,1,1,0,0
"Exportações de café do Vietnã recuaram 22% em abril ante março, diz governo",1,1,0,1,1,0
Café tem ajustes nos preços após pressão com a colheita da safra brasileira,1,1,0,1,1,0
Tempo favorável para a colheita pressiona e arábica começa semana com 400 pontos de baixa,0,1,0,1,1,1
Dia de Campo reúne especialistas e produtores  em programação sobre avanços na cafeicultura,0,1,0,1,0,0
"Exportações de cafés suaves trazem indicadores sobre a demanda, indica hEDGEpoint",0,1,0,1,0,0
"Em mais um dia de volatilidade, café vira e volta a operar com desvalorização em Nova York",1,1,0,1,0,0
Funcafé ofertará mais de R$ 6 bilhões para fomento da cafeicultura nacional,1,1,1,1,0,0
Café: Chuvas irregulares e temperatura acima da média marcam período,0,0,0,0,0,0
Café abre semana com preocupação na oferta e estendendo altas em Nova York,0,0,0,0,0,0
"Em semana marcada pela instabilidade, números da Colômbia pesam e café encerra com valorização",0,1,1,0,0,0
"Com nova baixa na Colômbia, café arábica sobe mais de 400 pontos em Nova York",0,1,0,0,0,0
Produção de café na Colômbia cai 25% em abril e exportação tem queda de 15% no mesmo mês,0,1,1,0,0,0
"Acompanhando as demais commodities, arábica volta a subir nesta 6ª feira",0,1,1,0,0,0
Café mantém viés de baixas e recua 200 pontos em Nova York nesta 5ª feira,0,1,1,1,0,0
ICE não tem sacas de café pendentes para avalição  e tendência é de que estoques continuem caindo,1,1,1,1,0,0
Café: Incerteza com demanda continua no radar e arábica amplia baixas em NY,0,1,1,1,0,0
Café/Cepea: Cafeicultores iniciam colheita de arábica em parte das regiões,0,1,1,1,0,0
"Diante de tamanha incerteza com consumo e oferta, arábica tem novo dias de baixas em NY",0,1,1,1,0,0
"Café tem manhã agitada, mas volta a operar apenas com ajustes técnicos em Nova York",0,0,1,0,0,0
"Apesar da preocupação com as chuvas no Brasil, arábica volta a cair em Nova York",1,1,0,1,0,0
"Com suporte em nova queda nos estoques certificados, café avança em NY e Londres",0,0,1,0,0,0
Cafeicultores encontram suporte completo no estande da Coopercitrus na Agrishow,0,0,1,1,0,0
Cooabriel investe mais de R$8 milhões em nova unidade na Bahia,0,0,1,1,0,0
Diversidade de qualidade e agricultura regenerativa enaltecem sustentabilidade dos cafés do Brasil,0,0,1,1,0,0
"Café: Acompanhando evolução da safra no BR, arábica estende baixas nesta 3ª feira",1,0,1,0,0,0
Café: Arábica continua operando no negativo nesta 2ª feira em Nova York,1,0,0,0,0,0
Nova York mantém cenário de desvalorização neste 1º de maio para o café arábica,0,0,0,1,0,0
ABIC e Safras & Mercado analisam setor cafeeiro em lives trimestrais,0,0,0,1,0,0
Robustas Amazônicos: A produção de cafés resultou em um dos movimentos mais importantes da cafeicultura nacional,0,0,0,1,0,0
"Em mais uma semana de muitas dúvidas, café encerra com desvalorização em Nova York",0,0,0,1,0,0
Setor busca unificação de discurso para promoção dos cafés do Brasil,0,0,0,1,0,0
CNC vai à Alemanha representar a produção cafeeira nacional em encontro sobre sustentabilidade,1,0,1,1,0,0
Café: Sexta-feira marcada por novas baixas em Nova York para o arábica,1,0,1,1,0,0
Práticas sustentáveis podem beneficiar cafeicultores que buscam por crédito,1,0,1,0,0,0
"Sem novidades e repleto de incertezas, café abre 6ª feira com novas baixas",1,0,1,0,0,0
"Com interesses de curto prazo, arábica recua em Nova York e no físico nesta 5ª feira",1,0,1,0,0,0
Áreas de arábica têm abril mais chuvoso dos últimos anos e permanência da umidade pode atrapalhar colheita,1,0,0,0,0,0
"Colômbia: Germán Alberto Bahamón, novo gerente geral da FNC",1,1,0,0,0,0
Café: setor exportador apresenta ações frente a cenários desafiadores de LMRs,1,0,0,0,0,0
Café segue operando com ajustes e baixas nos preços em Nova York,0,0,0,0,0,0
"Preço do café robusta dispara com aumento no ""blend"" da indústria e fluxo lento",0,0,0,0,0,0
"Com volatilidade já esperada, arábica e conilon voltam a cair nesta 5ª feira",1,0,0,0,0,0
Cecafé trata temas prioritários do setor exportador com o Mapa,0,0,0,0,0,0
ABIC e SINDICAFESP pretendem retomar protagonismo junto a Secretaria,1,0,0,0,0,0
Café: brasileiros fecham US$ 20 milhões em negócios na Specialty Coffee Expo,1,0,0,0,0,0
Vulcão pode entrar em erupção e coloca áreas de café arábica em risco na Colômbia,1,0,0,0,0,0
Café: Dia de alta se mantém diante das incertezas com oferta e demanda,0,0,0,0,0,0
2º Seminário dos Cafés da Região Vulcânica realiza palestras e workshops em maio,0,0,0,0,0,0
"Café volta a operar no positivo, mas preocupação com demanda limita ganhos nesta 4ª",1,1,0,0,0,0
Café/Cepea: Colheita da safra 2023/24 se inicia no BR; comercialização segue limitada,1,0,0,0,0,0
Exportação de café em foco na região das Matas de  Minas,1,0,0,0,0,0
Volatilidade permanece e café recua nos terminais de Nova York e Londres,1,0,0,0,0,0
Nova York e Londres seguem com dia de realização e café recua nesta 3ª feira,0,1,1,0,0,0
Dia de Campo promovido pela Empaer apresenta desempenho do café Robusta Amazônico em MT,0,1,1,0,0,0
Brasil apresenta respeito socioambiental de seu café a membros da UE,1,0,0,0,0,0
Café tem novo dia de realização de lucros após abrir a semana com valorização,1,0,0,0,0,0
Queda nos preços globais do café forçou Etiópia a não cumprir contratos,0,0,0,0,0,0
Chuvas nas principais origens produtoras do Brasil trazem novos impasses e café começa semana com altas,0,0,0,0,0,0
Exportações de café de Uganda aumentam 2% em março,0,0,0,0,0,0
Preocupação com oferta global volta ao radar: Café avança com conilon atingindo máximas,0,0,0,0,0,0
"Café: Arábica começa a semana com ajustes, enquanto Londres avança com chuvas no BR",0,0,0,0,0,0
Café faz caminho de volta e tem semana de desvalorização,0,0,0,0,1,0
ABIC realiza doação de café puro para o Projeto Voar,0,0,0,0,1,0
Epamig participa de 1º Seminário sobre Café Conilon em Ouro Verde de Minas (MG),0,0,0,0,1,0
"Café tem manhã de poucas variações, mas mantém foco na oferta do BR",0,0,0,0,1,0
"Com ajuste e preocupação com a demanda, arábica recua mais de 3% em NY",0,0,0,0,1,0
"Vendas de café do Brasil ganham ritmo com início da colheita e preços melhores, diz Safras",0,0,0,0,0,0
Rabobank estima safra de café do Brasil em 66 mi sacas,0,0,0,0,0,0
"Café mantém dia de ajustes e recua mais de 500 pontos, devolvendo ganho dos últimos dias",0,0,0,0,0,0
Café: Nova York mantém recuo e negócios estão abaixo de 200 cents/lbp nesta 5ª feira,0,0,0,0,0,0
"Em dia de alta no dólar e de ajustes nos preços, arábica recua em Nova York",0,0,0,0,0,0
Agricultura Climaticamente Inteligente: Fazenda referência na produção de café recebe 1º Dia de Campo PIPC,0,0,0,0,0,0
Café: 4ª feira de realização de lucros em Nova York e Londres,0,0,0,0,0,0
CECAFÉ entrega convite da 9° edição do Coffee Dinner & Summit à Secretaria,0,0,0,0,0,0
Café mantém ajustes nos preços para o arábica e conilon nesta 4ª feira,0,0,0,0,0,0
Café/Cepea: Colheitas de arábica e robusta avançam; liquidez está um pouco maior,0,0,0,0,0,0
Cafeicultura regenerativa é tema de encontro da cadeia produtiva,0,0,0,0,0,0
Café mantém condição de realização e recua em Nova York e Londres nesta 3ª feira,0,1,0,0,0,0
"Café: Com avanço no consumo, Alemanha e China podem trazer boas oportunidades para o produtor do Brasil",0,1,0,0,0,0
"Após altas expressivas, arábica tem realização de lucros em Nova York nesta 3ª feira",1,1,0,0,0,0
Brasil precisa fazer governança bem-organizada para promoção do café,0,1,0,0,0,0
"Café começa a semana com 3,94% de alta em Nova York: Oferta global e estoques baixos continuam pesando",0,1,0,0,0,0
"Com estoques baixos e preocupação com produção global, arábica mantém valorização em NY",0,1,0,0,0,0
Café: Semana começa com mercado ampliando ganhos para o arábica em NY,0,1,0,0,0,0
"Com números da Colômbia e do Brasil, preocupação com oferta se mantém e arábica sobe 6%",0,1,0,0,0,0
"""Hoje o café não permite brincadeiras, o produtor não controla clima, mas controla gestão, o que é ponto chave"", afirma Nespresso",0,1,0,0,0,0
"Safra de café 23/24 do Brasil parece boa; previsão de 65 mi sacas é razoável, diz CTA",0,1,0,0,0,0
Café reverte altas e passa operar com realização de lucros nesta 6ª feira em NY,0,1,0,0,0,0
Investimento do Governo de MT impulsiona produtores de café do estado,0,1,0,0,0,0
Consórcio Cerrado das Águas apresenta resultados das estratégias de Agricultura Inteligente,1,1,0,0,0,0
Dia Mundial do Café: Safra se aproxima com leve recuperação e pautada na agenda ESG pelo mercado internacional,1,0,0,0,0,0
Produtores e cooperativas de café aproveitam a proximidade da colheita para ampliar conhecimentos durante o 7º ENCOFFEE,1,0,0,0,0,0
Brasil é o maior produtor mundial e o segundo maior consumidor de café,1,1,0,0,0,0
"Mantendo tendência de alta, arábica estende ganhos em Nova York nesta 6ª feira",1,1,0,0,0,0
Colômbia também divulga dados de produção e exportação: NY avança mais de 500 pontos,1,1,0,0,0,0
IBGE eleva previsão de safra de café do Brasil,1,0,0,0,0,0
Colômbia divulga queda de 13% na produção de arábica e declínio de 19% na exportação,1,0,1,0,0,0
"Com oferta mais restrita do Brasil, arábica avança mais de 4% e se aproxima de 200 cents/lbp",1,0,1,0,0,0
Diferencial em NY: Setor exportador quer avançar com diálogo para valorizar café do Brasil no mercado internacional,1,0,1,0,0,0
"Após queda nos embarques do Brasil no comparativo anual, arábica avança mais de 3% em NY",1,1,0,1,0,0
"Costa Rica tem produção ""excepcional"" de café em 2022/23 com alta de 14%, diz instituto",0,1,0,1,0,0
"Café opera maior parte do dia em baixa, mas encerra apenas com ajustes em Nova York e Londres",0,1,0,1,0,0
"Maturação tardia, falta de mão de obra e chuva podem atrapalhar ritmo da safra de conilon no Brasil",0,1,0,1,0,0
Café/Cepea: Ritmo de negócios está lento no mercado interno,0,1,0,1,0,0
Café mantém dia de realização de lucros e tem dia negativo em Nova York e Londres,0,1,0,1,0,0
"Após altas expressivas, café retoma negociação com ajustes técnicos para os preços",0,1,0,1,1,0
Café se sustenta no dólar e preocupação com oferta e sobe mais de 4% em Nova York,0,1,0,1,0,0
CNC e parceiros promovem encontro para alinhar ações do programa Café Produtor de Água,1,1,0,1,0,0
Café brasileiro está entre os finalistas do Prêmio Internacional do Café Ernesto Illy,0,1,0,1,0,0
"Apoiado no dólar e com fundamentos sólidos, café avança mais de 3% em NY e Londres",1,1,0,1,1,0
3º Encontro das Mulheres do Café do Alto Noroeste do RJ traz palestras do campo à xícara,1,1,0,1,1,0
Empaer e parceiros promovem Dia de Campo para mostrar desempenho do café Robusta Amazônico em MT,1,1,0,1,1,0
Fundamentos voltam ao radar e arábica abre com valorização em Nova York,0,1,0,1,1,0
"Alívio no Brasil pressiona mercado, arábica vira e encerra com desvalorização em NY",0,1,0,1,0,1
Café: Preocupação com oferta global se mantém e arábica tem mais um dia de alta,0,1,0,1,0,1
"Colheita de café do Brasil começa e deve crescer 13% em 23/24, diz Safras",0,1,0,1,0,1
Safras & Mercado estima aumento de 13% na safra de café 23/24 do Brasil,1,1,0,1,0,1
Café retoma negociações com altas técnicas em Nova York,1,1,0,1,0,1
Café é transformação: Grão especial do Sul de Minas Gerais ajuda a transformar vida de produtora que trabalha do campo à xícara,0,1,0,1,0,1
"Em semana pautada pela preocupação com oferta global, café sobe mais de mil pontos em Nova York",0,1,0,1,0,1
"Com suporte na preocupação com oferta global, café volta a subir em Nova York nesta 5ª feira",0,1,0,1,0,1
Rondônia publica material informativo sobre normas trabalhistas na colheita do café,1,1,0,1,0,1
Conselho que define as políticas para o setor cafeeiro tem nova composição,0,1,0,1,0,1
Após altas expressivas café abre apenas com ajustes técnicos em Nova York,0,1,0,1,0,1
"Formalização do trabalho temporário no café: mais um passo em direção à solução, diz CNC",0,1,0,1,0,1
"Café: Com baixas no estoques e suporte no câmbio, arábica avança mais de 3% em NY",1,1,0,1,0,1
Café/Cepea: Cotações do robusta e arábica oscilam em março,1,1,0,1,0,1
Café volta a subir com preocupação com a oferta brasileira e queda nos estoques,1,1,0,1,0,1
Mercado do café travado força consumo dos estoques e volumes seguem caindo no exterior,0,1,0,1,0,1
Demanda volta pesar em dia de ajustes para os preços e arábica recua em NY,0,1,0,1,0,1
Nestlé investe R$40 mi para ampliar cafeicultura regenerativa no Brasil,0,1,0,1,0,1
"Café mantém dia de ajustes em Nova York, enquanto Londres tem estabilidade para o conilon",0,1,0,1,0,1
Ingressos à venda para a 2ª edição do São Paulo Coffee Festival!,0,1,0,1,0,1
Cecafé é porta-voz da sustentabilidade dos cafés do Brasil em fóruns globais,0,1,0,1,0,1
"Café tem manhã de quedas técnicas, mas monitora volume dos estoques e lavouras no BR",0,1,0,1,0,1
Café: Semana começa com suporte na preocupação da oferta e arábica encerra com 3% de alta,0,1,0,1,0,1
Café sobe mais de 3% com queda nos estoques e preocupação com oferta do Brasil,1,0,0,1,0,1
Cooxupé anuncia balanço 2022 e distribui mais de R$ 56 milhões a cooperados,1,0,0,1,0,1
Emater-MG destaca a importância do marketing na comercialização do café,1,1,0,1,0,1
"Com foco na oferta brasileira, café tenta se recuperar em NY nesta 2ª feira",0,1,0,1,0,1
"Exportações de café da Cooxupé aumentam quase 20% em 2022 para 5,6 mi sacas",0,1,0,1,0,1
Café tem semana de pressão com safra brasileira e avança pouco nesta 6ª feira,0,1,0,1,0,1
Nespresso mira público jovem para elevar faturamento com máquinas de café no Brasil,0,1,0,1,0,1
Café continua operando próximo da estabilidade em Nova York e Londres nesta 6ª feira,0,1,0,1,0,1
Produtores se preparam para a colheita de café,0,1,0,1,0,1
Café mantém ajustes técnicos para os preços nesta 6ª feira em Nova York,0,1,0,1,0,1
Arábica tem dia de ajustes e conilon avança com preocupação com oferta global,0,1,0,1,0,1
Demanda por café sustentável do Brasil mais do que triplicou e exportadores dão suporte para produtor avançar ainda mais,0,1,0,1,0,1
hEDGEpoint Global Markets analisa fundamentos do café vs. ambiente macro,1,1,0,1,0,1
"Café: Sem novidades e após três dias de baixa, arábica tem ajustes em NY",1,1,0,1,0,1
Seag recebe representantes do Cecafé,0,0,0,1,0,1
Café mantém atenção no Brasil e cai pelo 4º dia consecutivo em Nova York,0,0,0,1,0,1
Clima positivo no Brasil e incerteza na demanda pesam e café tem mais um dia de baixas,0,0,0,1,0,1
ABIC apresenta propostas da indústria de café ao Congresso Nacional,1,1,0,1,0,1
"Matheus Narcizo, de Patrocínio (MG), é campeão brasileiro de torra de café",1,1,0,1,0,1
26ª Fenicafé acontece até 31 de março em Araguari (MG),1,1,0,1,0,1
CNA participa de lançamento da Frente Parlamentar do Café,1,0,0,1,0,1
"Café recua mais de 2%: Indústria tenta avançar com compra, mas produtor se mantém resistente",1,0,0,1,0,1
"Exportação de café do Vietnã deve cair 1,6% no 1º tri, prevê órgão de estatística",1,1,0,1,0,1
"Café: Após dois dias de desvalorização, arábica abre com altas técnicas em Nova York",0,0,0,1,0,1
"Café/Cepea: De forma pontual, colheita de robusta é iniciada no Espírito Santo",0,0,0,1,0,1
Pressão da safra brasileira persiste e arábica recua mais de 1% em NY,0,0,0,1,0,1
Instituto CNA lança edital que visa garantir origem e qualidade dos cafés especiais do Brasil,0,0,1,1,0,1
Condições climáticas ainda pesam e arábica segue operando no negativo,0,0,1,0,0,1
Emater-MG dá início ao Circuito Mineiro da Cafeicultura 2023,0,0,1,1,0,1
"Arábica estende baixas com tempo seco no BR, mas conilon sobe com preocupação na oferta",0,0,0,0,0,1
Condições favoráveis para a safra brasileira pesam e arábica começa semana com baixas,0,0,0,0,0,1
Expocaccer realiza primeira expedição com produtoras de café,0,0,0,0,0,1
Café não consegue sustentar cenário positivo e volta a operar com baixas em NY,0,0,0,0,0,1
Secretaria realiza visita técnica na ACS e no Museu do Café,0,0,0,0,0,1
Café segue como o produto com maior número de Indicações Geográficas no Brasil,0,0,0,0,0,1
"Café: Com dúvidas na oferta global, cotações tentam avançar em Nova York",1,0,0,0,0,1
"Em uma das áreas mais lindas do Cerrado, cafeicultura significa continuar um legado em busca de qualidade",0,1,0,0,0,1
ICE dá suporte e café tem dia de valorização em Nova York e Londres,0,1,0,0,0,1
Café passa por ajustes e opera no positivo nesta 6ª feira em NY,0,1,0,0,0,1
Audiência conjunta traça estratégias para contratação temporária nas propriedades cafeeiras,0,1,0,0,0,1
"Com condições climáticas favoráveis no Brasil, café segue pressionado em Nova York",0,1,0,0,0,1
Café arábica termina a sessão desta 5ª feira com baixas na Bolsa de NY,0,1,0,0,0,1
Secretaria de Agricultura promove encontro da Câmara Setorial do Café no Mirante de Caconde,0,1,0,0,0,1
Café: Mercado segue operando com baixas na tarde desta 5ª nas Bolsas de NY e Londres,0,1,0,0,0,1
Cooabriel realizará Assembleia Geral Ordinária na próxima sexta (24),1,0,0,0,0,1
Café: Mercado mantém foco no desenvolvimento do BR e estende baixas em NY,1,0,0,0,0,1
"Acompanhando o clima no Brasil, café arábica encerra sessão desta 4ª feira com desvalorização na Bolsa de NY",1,0,0,0,0,1
Mercado do café trabalha com desvalorização na tarde desta 4ª feira em NY e Londres,0,0,0,0,0,1
Manual da Emater-MG orienta sobre os cuidados na pré-colheita do café,0,0,0,0,0,1
Café/Cepea: Robusta tem previsão de início de colheita em abril,0,0,0,0,0,1
Volatilidade muito acentuada persiste e café volta a operar no negativo,0,0,0,0,0,1
Café avança em NY e Londres nesta 3ª feira com menores preocupações econômicas,0,0,0,0,0,1
"Cafeicultores vão discutir estratégias de gestão, clima e descarbonização no Encoffee 2023",1,0,0,0,0,1
Café inicia sessão desta 3ª feira com altas nas bolsas de NY e Londres,0,1,1,0,0,1
"Apesar da preocupação no financeiro, café reverte e testa novas altas nesta 2ª feira",0,1,1,0,0,1
"Sem novidades, café passa operar apenas com ajustes técnicos em NY",0,1,1,1,0,1
"Monitorando macro, café abre semana com desvalorização em Nova York",0,1,0,1,0,1
Café tem semana de pressão do financeiro e encerra com desvalorização,0,0,0,1,0,1
Governo do Estado encaminha redução do ICMS do café Conilon,0,0,0,1,0,1
Café acompanha novo dia de preocupação financeira e também recua em NY,0,0,1,1,0,1
"Após 30 meses de muita chuva, El Niño pode ser positivo para recuperação da produção de arábica na Colômbia",0,0,1,0,0,1
